2025/11/10 11:30:02.012535 [INFO] Log Publish not set, skipping...
2025/12/03 06:10:01.727877 [INFO] Log Publish not set, skipping...
2025/12/03 06:30:01.291722 [INFO] Log Publish not set, skipping...
2025/12/03 06:50:01.099379 [INFO] Log Publish not set, skipping...
2025/12/03 07:10:01.241757 [INFO] Log Publish not set, skipping...
2025/12/03 07:30:01.560394 [INFO] Log Publish not set, skipping...
2025/12/03 07:50:01.604151 [INFO] Log Publish not set, skipping...
2025/12/03 08:10:02.065321 [INFO] Log Publish not set, skipping...
2025/12/03 08:30:01.137171 [INFO] Log Publish not set, skipping...
2025/12/03 08:50:01.086066 [INFO] Log Publish not set, skipping...
2025/12/03 09:10:01.232803 [INFO] Log Publish not set, skipping...
2025/12/03 09:30:01.185371 [INFO] Log Publish not set, skipping...
2025/12/03 09:50:01.142341 [INFO] Log Publish not set, skipping...
2025/12/03 10:10:01.138794 [INFO] Log Publish not set, skipping...
2025/12/03 10:30:01.252298 [INFO] Log Publish not set, skipping...
2025/12/03 10:50:01.654877 [INFO] Log Publish not set, skipping...
2025/12/03 11:10:01.317610 [INFO] Log Publish not set, skipping...
2025/12/03 11:30:01.187462 [INFO] Log Publish not set, skipping...
2025/12/03 11:50:01.108047 [INFO] Log Publish not set, skipping...
2025/12/03 12:10:02.072296 [INFO] Log Publish not set, skipping...
2025/12/03 12:30:01.200796 [INFO] Log Publish not set, skipping...
2025/12/03 12:50:01.237161 [INFO] Log Publish not set, skipping...
2025/12/03 13:10:01.587772 [INFO] Log Publish not set, skipping...
2025/12/03 13:30:01.574359 [INFO] Log Publish not set, skipping...
2025/12/03 13:50:01.530476 [INFO] Log Publish not set, skipping...
2025/12/03 14:10:01.845704 [INFO] Log Publish not set, skipping...
2025/12/03 14:30:01.740253 [INFO] Log Publish not set, skipping...
2025/12/03 14:50:01.431735 [INFO] Log Publish not set, skipping...
2025/12/03 15:10:01.633941 [INFO] Log Publish not set, skipping...
2025/12/03 15:30:01.374853 [INFO] Log Publish not set, skipping...
2025/12/03 15:50:01.231750 [INFO] Log Publish not set, skipping...
2025/12/03 16:10:01.833557 [INFO] Log Publish not set, skipping...
2025/12/03 16:30:01.636374 [INFO] Log Publish not set, skipping...
2025/12/03 16:50:01.349146 [INFO] Log Publish not set, skipping...
2025/12/03 17:10:01.802835 [INFO] Log Publish not set, skipping...
2025/12/03 17:30:01.265699 [INFO] Log Publish not set, skipping...
2025/12/03 17:50:01.299280 [INFO] Log Publish not set, skipping...
2025/12/03 18:10:01.804403 [INFO] Log Publish not set, skipping...
2025/12/03 18:30:01.609497 [INFO] Log Publish not set, skipping...
2025/12/03 18:50:01.580027 [INFO] Log Publish not set, skipping...
2025/12/03 19:10:01.538490 [INFO] Log Publish not set, skipping...
2025/12/03 19:30:01.190239 [INFO] Log Publish not set, skipping...
2025/12/03 19:50:01.298369 [INFO] Log Publish not set, skipping...
2025/12/03 20:10:01.830040 [INFO] Log Publish not set, skipping...
2025/12/03 20:30:01.831843 [INFO] Log Publish not set, skipping...
2025/12/03 20:50:01.673874 [INFO] Log Publish not set, skipping...
2025/12/03 21:10:02.062756 [INFO] Log Publish not set, skipping...
2025/12/03 21:30:01.984838 [INFO] Log Publish not set, skipping...
2025/12/03 21:50:01.695067 [INFO] Log Publish not set, skipping...
2025/12/03 22:10:01.189513 [INFO] Log Publish not set, skipping...
2025/12/03 22:30:01.122946 [INFO] Log Publish not set, skipping...
2025/12/03 22:50:01.994189 [INFO] Log Publish not set, skipping...
2025/12/03 23:10:01.153737 [INFO] Log Publish not set, skipping...
2025/12/03 23:30:01.991193 [INFO] Log Publish not set, skipping...
2025/12/03 23:50:01.985088 [INFO] Log Publish not set, skipping...
2025/12/04 00:10:01.664720 [INFO] Log Publish not set, skipping...
2025/12/04 00:30:01.572923 [INFO] Log Publish not set, skipping...
2025/12/04 00:50:02.055332 [INFO] Log Publish not set, skipping...
2025/12/04 01:10:01.314356 [INFO] Log Publish not set, skipping...
2025/12/04 01:30:01.219070 [INFO] Log Publish not set, skipping...
2025/12/04 01:50:01.320551 [INFO] Log Publish not set, skipping...
2025/12/04 02:10:01.114389 [INFO] Log Publish not set, skipping...
2025/12/04 02:30:01.673430 [INFO] Log Publish not set, skipping...
2025/12/04 02:50:01.465607 [INFO] Log Publish not set, skipping...
2025/12/04 03:10:01.122932 [INFO] Log Publish not set, skipping...
2025/12/04 03:30:01.048993 [INFO] Log Publish not set, skipping...
2025/12/04 03:50:01.662150 [INFO] Log Publish not set, skipping...
2025/12/04 04:10:01.799677 [INFO] Log Publish not set, skipping...
2025/12/04 04:30:01.713237 [INFO] Log Publish not set, skipping...
2025/12/04 04:50:01.579673 [INFO] Log Publish not set, skipping...
2025/12/04 05:10:01.043221 [INFO] Log Publish not set, skipping...
2025/12/04 05:30:01.714700 [INFO] Log Publish not set, skipping...
2025/12/04 05:50:01.764294 [INFO] Log Publish not set, skipping...
2025/12/04 06:10:02.060944 [INFO] Log Publish not set, skipping...
2025/12/04 06:30:01.969162 [INFO] Log Publish not set, skipping...
2025/12/04 06:50:01.167060 [INFO] Log Publish not set, skipping...
2025/12/04 07:10:01.160423 [INFO] Log Publish not set, skipping...
2025/12/04 07:30:01.099417 [INFO] Log Publish not set, skipping...
2025/12/04 07:50:01.062215 [INFO] Log Publish not set, skipping...
2025/12/04 08:10:02.047622 [INFO] Log Publish not set, skipping...
2025/12/04 08:30:01.927200 [INFO] Log Publish not set, skipping...
2025/12/04 08:50:01.856116 [INFO] Log Publish not set, skipping...
2025/12/04 09:10:01.172023 [INFO] Log Publish not set, skipping...
2025/12/04 09:30:01.428261 [INFO] Log Publish not set, skipping...
2025/12/04 09:50:01.174556 [INFO] Log Publish not set, skipping...
2025/12/04 10:10:01.467993 [INFO] Log Publish not set, skipping...
2025/12/04 10:30:01.274466 [INFO] Log Publish not set, skipping...
2025/12/04 10:50:01.194077 [INFO] Log Publish not set, skipping...
2025/12/04 11:10:01.361435 [INFO] Log Publish not set, skipping...
2025/12/04 11:30:01.449675 [INFO] Log Publish not set, skipping...
2025/12/04 11:50:01.423860 [INFO] Log Publish not set, skipping...
2025/12/04 12:10:01.537184 [INFO] Log Publish not set, skipping...
2025/12/04 12:30:01.323551 [INFO] Log Publish not set, skipping...
2025/12/04 12:50:01.271378 [INFO] Log Publish not set, skipping...
2025/12/04 13:10:01.742395 [INFO] Log Publish not set, skipping...
2025/12/04 13:30:01.628373 [INFO] Log Publish not set, skipping...
2025/12/04 13:50:01.638268 [INFO] Log Publish not set, skipping...
2025/12/04 14:10:01.157098 [INFO] Log Publish not set, skipping...
2025/12/04 14:30:01.348661 [INFO] Log Publish not set, skipping...
2025/12/04 14:50:01.242640 [INFO] Log Publish not set, skipping...
2025/12/04 15:10:01.520039 [INFO] Log Publish not set, skipping...
2025/12/04 15:30:01.627226 [INFO] Log Publish not set, skipping...
2025/12/04 15:50:01.617473 [INFO] Log Publish not set, skipping...
2025/12/04 16:10:01.163633 [INFO] Log Publish not set, skipping...
2025/12/04 16:30:02.063888 [INFO] Log Publish not set, skipping...
2025/12/04 16:50:01.120026 [INFO] Log Publish not set, skipping...
2025/12/04 17:10:01.420150 [INFO] Log Publish not set, skipping...
2025/12/04 17:30:01.235560 [INFO] Log Publish not set, skipping...
2025/12/04 17:50:01.138199 [INFO] Log Publish not set, skipping...
2025/12/04 18:10:01.235519 [INFO] Log Publish not set, skipping...
2025/12/04 18:30:01.412200 [INFO] Log Publish not set, skipping...
2025/12/04 18:50:01.202526 [INFO] Log Publish not set, skipping...
2025/12/04 19:10:01.466958 [INFO] Log Publish not set, skipping...
2025/12/04 19:30:01.311926 [INFO] Log Publish not set, skipping...
2025/12/04 19:50:01.660078 [INFO] Log Publish not set, skipping...
2025/12/04 20:10:01.680272 [INFO] Log Publish not set, skipping...
2025/12/04 20:30:01.664356 [INFO] Log Publish not set, skipping...
2025/12/04 20:50:01.325884 [INFO] Log Publish not set, skipping...
2025/12/04 21:10:01.966744 [INFO] Log Publish not set, skipping...
2025/12/04 21:30:02.027705 [INFO] Log Publish not set, skipping...
2025/12/04 21:50:01.852277 [INFO] Log Publish not set, skipping...
2025/12/04 22:10:01.068078 [INFO] Log Publish not set, skipping...
2025/12/04 22:30:01.720373 [INFO] Log Publish not set, skipping...
2025/12/04 22:50:01.603717 [INFO] Log Publish not set, skipping...
2025/12/04 23:10:01.090530 [INFO] Log Publish not set, skipping...
2025/12/04 23:30:01.163179 [INFO] Log Publish not set, skipping...
2025/12/04 23:50:01.127782 [INFO] Log Publish not set, skipping...
2025/12/05 00:10:01.440382 [INFO] Log Publish not set, skipping...
2025/12/05 00:30:01.824164 [INFO] Log Publish not set, skipping...
2025/12/05 00:50:01.637492 [INFO] Log Publish not set, skipping...
2025/12/05 01:10:01.848677 [INFO] Log Publish not set, skipping...
2025/12/05 01:30:01.673853 [INFO] Log Publish not set, skipping...
2025/12/05 01:50:01.650582 [INFO] Log Publish not set, skipping...
2025/12/05 02:10:01.204996 [INFO] Log Publish not set, skipping...
2025/12/05 02:30:01.179072 [INFO] Log Publish not set, skipping...
2025/12/05 02:50:01.118244 [INFO] Log Publish not set, skipping...
2025/12/05 03:10:01.085482 [INFO] Log Publish not set, skipping...
2025/12/05 03:30:01.206630 [INFO] Log Publish not set, skipping...
2025/12/05 03:50:01.214197 [INFO] Log Publish not set, skipping...
2025/12/05 04:10:01.576118 [INFO] Log Publish not set, skipping...
2025/12/05 04:30:01.228329 [INFO] Log Publish not set, skipping...
2025/12/05 04:50:02.010199 [INFO] Log Publish not set, skipping...
2025/12/05 05:10:01.576192 [INFO] Log Publish not set, skipping...
2025/12/05 05:30:01.283589 [INFO] Log Publish not set, skipping...
2025/12/05 05:50:01.250619 [INFO] Log Publish not set, skipping...
2025/12/05 06:10:01.390795 [INFO] Log Publish not set, skipping...
2025/12/05 06:30:01.417984 [INFO] Log Publish not set, skipping...
2025/12/05 06:50:01.250919 [INFO] Log Publish not set, skipping...
2025/12/05 07:10:01.584558 [INFO] Log Publish not set, skipping...
2025/12/05 07:30:01.752558 [INFO] Log Publish not set, skipping...
2025/12/05 07:50:01.787482 [INFO] Log Publish not set, skipping...
2025/12/05 08:10:01.168785 [INFO] Log Publish not set, skipping...
2025/12/05 08:30:01.229219 [INFO] Log Publish not set, skipping...
2025/12/05 08:50:01.197352 [INFO] Log Publish not set, skipping...
2025/12/05 09:10:01.180395 [INFO] Log Publish not set, skipping...
2025/12/05 09:30:01.401772 [INFO] Log Publish not set, skipping...
2025/12/05 09:50:01.479988 [INFO] Log Publish not set, skipping...
2025/12/05 10:10:02.030892 [INFO] Log Publish not set, skipping...
2025/12/05 10:30:01.761790 [INFO] Log Publish not set, skipping...
2025/12/05 10:50:01.758872 [INFO] Log Publish not set, skipping...
2025/12/05 11:10:01.749930 [INFO] Log Publish not set, skipping...
2025/12/05 11:30:01.786177 [INFO] Log Publish not set, skipping...
2025/12/05 11:50:01.496016 [INFO] Log Publish not set, skipping...
2025/12/05 12:10:01.906956 [INFO] Log Publish not set, skipping...
2025/12/05 12:30:01.930849 [INFO] Log Publish not set, skipping...
2025/12/05 12:50:01.650256 [INFO] Log Publish not set, skipping...
2025/12/05 13:10:01.065905 [INFO] Log Publish not set, skipping...
2025/12/05 13:30:01.947848 [INFO] Log Publish not set, skipping...
2025/12/05 13:50:01.483670 [INFO] Log Publish not set, skipping...
2025/12/05 14:10:01.745571 [INFO] Log Publish not set, skipping...
2025/12/05 14:30:01.538769 [INFO] Log Publish not set, skipping...
2025/12/05 14:50:01.190237 [INFO] Log Publish not set, skipping...
2025/12/05 15:10:01.947126 [INFO] Log Publish not set, skipping...
2025/12/05 15:30:01.171998 [INFO] Log Publish not set, skipping...
2025/12/05 15:50:01.405059 [INFO] Log Publish not set, skipping...
2025/12/05 16:10:01.847692 [INFO] Log Publish not set, skipping...
2025/12/05 16:30:01.656197 [INFO] Log Publish not set, skipping...
2025/12/05 16:50:01.635514 [INFO] Log Publish not set, skipping...
2025/12/05 17:10:01.125509 [INFO] Log Publish not set, skipping...
2025/12/05 17:30:01.119650 [INFO] Log Publish not set, skipping...
2025/12/05 17:50:01.114997 [INFO] Log Publish not set, skipping...
2025/12/05 18:10:01.097837 [INFO] Log Publish not set, skipping...
2025/12/05 18:30:01.104205 [INFO] Log Publish not set, skipping...
2025/12/05 18:50:01.919417 [INFO] Log Publish not set, skipping...
2025/12/05 19:10:01.027341 [INFO] Log Publish not set, skipping...
2025/12/05 19:30:01.785164 [INFO] Log Publish not set, skipping...
2025/12/05 19:50:01.748856 [INFO] Log Publish not set, skipping...
2025/12/05 20:10:01.688332 [INFO] Log Publish not set, skipping...
2025/12/05 20:30:01.073234 [INFO] Log Publish not set, skipping...
2025/12/05 20:50:01.091991 [INFO] Log Publish not set, skipping...
2025/12/05 21:10:01.749076 [INFO] Log Publish not set, skipping...
2025/12/05 21:30:01.846142 [INFO] Log Publish not set, skipping...
2025/12/05 21:50:01.595098 [INFO] Log Publish not set, skipping...
2025/12/05 22:10:01.834519 [INFO] Log Publish not set, skipping...
2025/12/05 22:30:01.647936 [INFO] Log Publish not set, skipping...
2025/12/05 22:50:01.809373 [INFO] Log Publish not set, skipping...
2025/12/05 23:10:01.363797 [INFO] Log Publish not set, skipping...
2025/12/05 23:30:01.134455 [INFO] Log Publish not set, skipping...
2025/12/05 23:50:01.906454 [INFO] Log Publish not set, skipping...
2025/12/06 00:10:01.032072 [INFO] Log Publish not set, skipping...
2025/12/06 00:30:01.961889 [INFO] Log Publish not set, skipping...
2025/12/06 00:50:01.193309 [INFO] Log Publish not set, skipping...
2025/12/06 01:10:01.523868 [INFO] Log Publish not set, skipping...
2025/12/06 01:30:01.391788 [INFO] Log Publish not set, skipping...
2025/12/06 01:50:01.245097 [INFO] Log Publish not set, skipping...
2025/12/06 02:10:01.855150 [INFO] Log Publish not set, skipping...
2025/12/06 02:30:01.908773 [INFO] Log Publish not set, skipping...
2025/12/06 02:50:01.993082 [INFO] Log Publish not set, skipping...
2025/12/06 03:10:01.100146 [INFO] Log Publish not set, skipping...
2025/12/06 03:30:01.178642 [INFO] Log Publish not set, skipping...
2025/12/06 03:50:01.949376 [INFO] Log Publish not set, skipping...
2025/12/06 04:10:01.161555 [INFO] Log Publish not set, skipping...
2025/12/06 04:30:01.025300 [INFO] Log Publish not set, skipping...
2025/12/06 04:50:01.734065 [INFO] Log Publish not set, skipping...
2025/12/06 05:10:01.296353 [INFO] Log Publish not set, skipping...
2025/12/06 05:30:01.720700 [INFO] Log Publish not set, skipping...
2025/12/06 05:50:01.434219 [INFO] Log Publish not set, skipping...
2025/12/06 06:10:01.923777 [INFO] Log Publish not set, skipping...
2025/12/06 06:30:01.550642 [INFO] Log Publish not set, skipping...
2025/12/06 06:50:01.210638 [INFO] Log Publish not set, skipping...
2025/12/06 07:10:01.629313 [INFO] Log Publish not set, skipping...
2025/12/06 07:30:01.748100 [INFO] Log Publish not set, skipping...
2025/12/06 07:50:01.414732 [INFO] Log Publish not set, skipping...
2025/12/06 08:10:01.826063 [INFO] Log Publish not set, skipping...
2025/12/06 08:30:01.399392 [INFO] Log Publish not set, skipping...
2025/12/06 08:50:01.664043 [INFO] Log Publish not set, skipping...
2025/12/06 09:10:01.251565 [INFO] Log Publish not set, skipping...
2025/12/06 09:30:01.206392 [INFO] Log Publish not set, skipping...
2025/12/06 09:50:01.270672 [INFO] Log Publish not set, skipping...
2025/12/06 10:10:01.700601 [INFO] Log Publish not set, skipping...
2025/12/06 10:30:01.269398 [INFO] Log Publish not set, skipping...
2025/12/06 10:50:01.173307 [INFO] Log Publish not set, skipping...
2025/12/06 11:10:01.155255 [INFO] Log Publish not set, skipping...
2025/12/06 11:30:01.215493 [INFO] Log Publish not set, skipping...
2025/12/06 11:50:01.244995 [INFO] Log Publish not set, skipping...
2025/12/06 12:10:01.316336 [INFO] Log Publish not set, skipping...
2025/12/06 12:30:01.265004 [INFO] Log Publish not set, skipping...
2025/12/06 12:50:01.425457 [INFO] Log Publish not set, skipping...
2025/12/06 13:10:01.801121 [INFO] Log Publish not set, skipping...
2025/12/06 13:30:01.707608 [INFO] Log Publish not set, skipping...
2025/12/06 13:50:01.901551 [INFO] Log Publish not set, skipping...
2025/12/06 14:10:01.090864 [INFO] Log Publish not set, skipping...
2025/12/06 14:30:01.848510 [INFO] Log Publish not set, skipping...
2025/12/06 14:50:01.660044 [INFO] Log Publish not set, skipping...
2025/12/06 15:10:01.090475 [INFO] Log Publish not set, skipping...
2025/12/06 15:30:01.126342 [INFO] Log Publish not set, skipping...
2025/12/06 15:50:01.996846 [INFO] Log Publish not set, skipping...
2025/12/06 16:10:01.085069 [INFO] Log Publish not set, skipping...
2025/12/06 16:30:01.815846 [INFO] Log Publish not set, skipping...
2025/12/06 16:50:01.101198 [INFO] Log Publish not set, skipping...
2025/12/06 17:10:01.273707 [INFO] Log Publish not set, skipping...
2025/12/06 17:30:01.304780 [INFO] Log Publish not set, skipping...
2025/12/06 17:50:01.178947 [INFO] Log Publish not set, skipping...
2025/12/06 18:10:01.509109 [INFO] Log Publish not set, skipping...
2025/12/06 18:30:01.242561 [INFO] Log Publish not set, skipping...
2025/12/06 18:50:01.208476 [INFO] Log Publish not set, skipping...
2025/12/06 19:10:01.397731 [INFO] Log Publish not set, skipping...
2025/12/06 19:30:01.342075 [INFO] Log Publish not set, skipping...
2025/12/06 19:50:01.227677 [INFO] Log Publish not set, skipping...
2025/12/06 20:10:01.209998 [INFO] Log Publish not set, skipping...
2025/12/06 20:30:01.080816 [INFO] Log Publish not set, skipping...
2025/12/06 20:50:01.736944 [INFO] Log Publish not set, skipping...
2025/12/06 21:10:01.494990 [INFO] Log Publish not set, skipping...
2025/12/06 21:30:01.449262 [INFO] Log Publish not set, skipping...
2025/12/06 21:50:01.528151 [INFO] Log Publish not set, skipping...
2025/12/06 22:10:01.841786 [INFO] Log Publish not set, skipping...
2025/12/06 22:30:02.036001 [INFO] Log Publish not set, skipping...
2025/12/06 22:50:01.919546 [INFO] Log Publish not set, skipping...
2025/12/06 23:10:01.100641 [INFO] Log Publish not set, skipping...
2025/12/06 23:30:01.924282 [INFO] Log Publish not set, skipping...
2025/12/06 23:50:01.475881 [INFO] Log Publish not set, skipping...
2025/12/07 00:10:01.509956 [INFO] Log Publish not set, skipping...
2025/12/07 00:30:01.102746 [INFO] Log Publish not set, skipping...
2025/12/07 00:50:01.874506 [INFO] Log Publish not set, skipping...
2025/12/07 01:10:02.049138 [INFO] Log Publish not set, skipping...
2025/12/07 01:30:01.901366 [INFO] Log Publish not set, skipping...
2025/12/07 01:50:01.410207 [INFO] Log Publish not set, skipping...
2025/12/07 02:10:01.552325 [INFO] Log Publish not set, skipping...
2025/12/07 02:30:01.325968 [INFO] Log Publish not set, skipping...
2025/12/07 02:50:01.182259 [INFO] Log Publish not set, skipping...
2025/12/07 03:10:01.173656 [INFO] Log Publish not set, skipping...
2025/12/07 03:30:01.173500 [INFO] Log Publish not set, skipping...
2025/12/07 03:50:01.129257 [INFO] Log Publish not set, skipping...
2025/12/07 04:10:01.222764 [INFO] Log Publish not set, skipping...
2025/12/07 04:30:01.129569 [INFO] Log Publish not set, skipping...
2025/12/07 04:50:01.177901 [INFO] Log Publish not set, skipping...
2025/12/07 05:10:01.372775 [INFO] Log Publish not set, skipping...
2025/12/07 05:30:01.494375 [INFO] Log Publish not set, skipping...
2025/12/07 05:50:01.274770 [INFO] Log Publish not set, skipping...
2025/12/07 06:10:01.595066 [INFO] Log Publish not set, skipping...
2025/12/07 06:30:01.950100 [INFO] Log Publish not set, skipping...
2025/12/07 06:50:01.634800 [INFO] Log Publish not set, skipping...
2025/12/07 07:10:01.918444 [INFO] Log Publish not set, skipping...
2025/12/07 07:30:01.417928 [INFO] Log Publish not set, skipping...
2025/12/07 07:50:01.315788 [INFO] Log Publish not set, skipping...
2025/12/07 08:10:01.620012 [INFO] Log Publish not set, skipping...
2025/12/07 08:30:01.478021 [INFO] Log Publish not set, skipping...
2025/12/07 08:50:01.326722 [INFO] Log Publish not set, skipping...
2025/12/07 09:10:01.261422 [INFO] Log Publish not set, skipping...
2025/12/07 09:30:01.184900 [INFO] Log Publish not set, skipping...
2025/12/07 09:50:02.073080 [INFO] Log Publish not set, skipping...
2025/12/07 10:10:01.554482 [INFO] Log Publish not set, skipping...
2025/12/07 10:30:01.378252 [INFO] Log Publish not set, skipping...
2025/12/07 10:50:01.283111 [INFO] Log Publish not set, skipping...
2025/12/07 11:10:01.847713 [INFO] Log Publish not set, skipping...
2025/12/07 11:30:01.327378 [INFO] Log Publish not set, skipping...
2025/12/07 11:50:01.091435 [INFO] Log Publish not set, skipping...
2025/12/07 12:10:01.216095 [INFO] Log Publish not set, skipping...
2025/12/07 12:30:02.044797 [INFO] Log Publish not set, skipping...
2025/12/07 12:50:01.949945 [INFO] Log Publish not set, skipping...
2025/12/07 13:10:01.025508 [INFO] Log Publish not set, skipping...
2025/12/07 13:30:01.659991 [INFO] Log Publish not set, skipping...
2025/12/07 13:50:01.497532 [INFO] Log Publish not set, skipping...
2025/12/07 14:10:01.875356 [INFO] Log Publish not set, skipping...
2025/12/07 14:30:01.754851 [INFO] Log Publish not set, skipping...
2025/12/07 14:50:01.403364 [INFO] Log Publish not set, skipping...
2025/12/07 15:10:02.036250 [INFO] Log Publish not set, skipping...
2025/12/07 15:30:01.201519 [INFO] Log Publish not set, skipping...
2025/12/07 15:50:01.054581 [INFO] Log Publish not set, skipping...
2025/12/07 16:10:01.087947 [INFO] Log Publish not set, skipping...
2025/12/07 16:30:01.739760 [INFO] Log Publish not set, skipping...
2025/12/07 16:50:01.311454 [INFO] Log Publish not set, skipping...
2025/12/07 17:10:01.137767 [INFO] Log Publish not set, skipping...
2025/12/07 17:30:02.033748 [INFO] Log Publish not set, skipping...
2025/12/07 17:50:01.853791 [INFO] Log Publish not set, skipping...
2025/12/07 18:10:01.874999 [INFO] Log Publish not set, skipping...
2025/12/07 18:30:01.874173 [INFO] Log Publish not set, skipping...
2025/12/07 18:50:01.497643 [INFO] Log Publish not set, skipping...
2025/12/07 19:10:01.860290 [INFO] Log Publish not set, skipping...
2025/12/07 19:30:01.864160 [INFO] Log Publish not set, skipping...
2025/12/07 19:50:01.859316 [INFO] Log Publish not set, skipping...
2025/12/07 20:10:01.347913 [INFO] Log Publish not set, skipping...
2025/12/07 20:30:01.338994 [INFO] Log Publish not set, skipping...
2025/12/07 20:50:01.216556 [INFO] Log Publish not set, skipping...
2025/12/07 21:10:01.769508 [INFO] Log Publish not set, skipping...
2025/12/07 21:30:01.896930 [INFO] Log Publish not set, skipping...
2025/12/07 21:50:01.797258 [INFO] Log Publish not set, skipping...
2025/12/07 22:10:01.046748 [INFO] Log Publish not set, skipping...
2025/12/07 22:30:01.594954 [INFO] Log Publish not set, skipping...
2025/12/07 22:50:01.451991 [INFO] Log Publish not set, skipping...
2025/12/07 23:10:01.236090 [INFO] Log Publish not set, skipping...
2025/12/07 23:30:01.384135 [INFO] Log Publish not set, skipping...
2025/12/07 23:50:01.153652 [INFO] Log Publish not set, skipping...
2025/12/08 00:10:01.648751 [INFO] Log Publish not set, skipping...
2025/12/08 00:30:01.679955 [INFO] Log Publish not set, skipping...
2025/12/08 00:50:01.393242 [INFO] Log Publish not set, skipping...
2025/12/08 01:10:01.079656 [INFO] Log Publish not set, skipping...
2025/12/08 01:30:01.993618 [INFO] Log Publish not set, skipping...
2025/12/08 01:50:01.109301 [INFO] Log Publish not set, skipping...
2025/12/08 02:10:01.230785 [INFO] Log Publish not set, skipping...
2025/12/08 02:30:01.174270 [INFO] Log Publish not set, skipping...
2025/12/08 02:50:01.060430 [INFO] Log Publish not set, skipping...
2025/12/08 03:10:01.061393 [INFO] Log Publish not set, skipping...
2025/12/08 03:30:01.799024 [INFO] Log Publish not set, skipping...
2025/12/08 03:50:01.737453 [INFO] Log Publish not set, skipping...
2025/12/08 04:10:01.105730 [INFO] Log Publish not set, skipping...
2025/12/08 04:30:01.913414 [INFO] Log Publish not set, skipping...
2025/12/08 04:50:01.964630 [INFO] Log Publish not set, skipping...
2025/12/08 05:10:01.963947 [INFO] Log Publish not set, skipping...
2025/12/08 05:30:01.779102 [INFO] Log Publish not set, skipping...
2025/12/08 05:50:01.502554 [INFO] Log Publish not set, skipping...
2025/12/08 06:10:01.498145 [INFO] Log Publish not set, skipping...
2025/12/08 06:30:01.232522 [INFO] Log Publish not set, skipping...
2025/12/08 06:50:01.062794 [INFO] Log Publish not set, skipping...
2025/12/08 07:10:01.060685 [INFO] Log Publish not set, skipping...
2025/12/08 07:30:01.773670 [INFO] Log Publish not set, skipping...
2025/12/08 07:50:01.623141 [INFO] Log Publish not set, skipping...
2025/12/08 08:10:01.725876 [INFO] Log Publish not set, skipping...
2025/12/08 08:30:01.415480 [INFO] Log Publish not set, skipping...
2025/12/08 08:50:01.438515 [INFO] Log Publish not set, skipping...
2025/12/08 09:10:01.508577 [INFO] Log Publish not set, skipping...
2025/12/08 09:30:01.159575 [INFO] Log Publish not set, skipping...
2025/12/08 09:50:02.132447 [INFO] Log Publish not set, skipping...
2025/12/08 10:10:01.567303 [INFO] Log Publish not set, skipping...
2025/12/08 10:30:01.304468 [INFO] Log Publish not set, skipping...
2025/12/08 10:50:01.536290 [INFO] Log Publish not set, skipping...
2025/12/08 11:10:01.873812 [INFO] Log Publish not set, skipping...
2025/12/08 11:30:01.714504 [INFO] Log Publish not set, skipping...
2025/12/08 11:50:01.371372 [INFO] Log Publish not set, skipping...
2025/12/08 12:10:01.070435 [INFO] Log Publish not set, skipping...
2025/12/08 12:30:01.075834 [INFO] Log Publish not set, skipping...
2025/12/08 12:50:01.327734 [INFO] Log Publish not set, skipping...
2025/12/08 13:10:01.029701 [INFO] Log Publish not set, skipping...
2025/12/08 13:30:01.688177 [INFO] Log Publish not set, skipping...
2025/12/08 13:50:01.809315 [INFO] Log Publish not set, skipping...
2025/12/08 14:10:01.801565 [INFO] Log Publish not set, skipping...
2025/12/08 14:30:01.571575 [INFO] Log Publish not set, skipping...
2025/12/08 14:50:01.561452 [INFO] Log Publish not set, skipping...
2025/12/08 15:10:01.058621 [INFO] Log Publish not set, skipping...
2025/12/08 15:30:01.915681 [INFO] Log Publish not set, skipping...
2025/12/08 15:50:01.938077 [INFO] Log Publish not set, skipping...
2025/12/08 16:10:01.311991 [INFO] Log Publish not set, skipping...
2025/12/08 16:30:01.240841 [INFO] Log Publish not set, skipping...
2025/12/08 16:50:01.296783 [INFO] Log Publish not set, skipping...
2025/12/08 17:10:01.654672 [INFO] Log Publish not set, skipping...
2025/12/08 17:30:01.559959 [INFO] Log Publish not set, skipping...
2025/12/08 17:50:01.194403 [INFO] Log Publish not set, skipping...
2025/12/08 18:10:01.216815 [INFO] Log Publish not set, skipping...
2025/12/08 18:30:01.145891 [INFO] Log Publish not set, skipping...
2025/12/08 18:50:01.066147 [INFO] Log Publish not set, skipping...
2025/12/08 19:10:01.340381 [INFO] Log Publish not set, skipping...
2025/12/08 19:30:01.303425 [INFO] Log Publish not set, skipping...
2025/12/08 19:50:01.289453 [INFO] Log Publish not set, skipping...
2025/12/08 20:10:01.644337 [INFO] Log Publish not set, skipping...
2025/12/08 20:30:01.409476 [INFO] Log Publish not set, skipping...
2025/12/08 20:50:01.192133 [INFO] Log Publish not set, skipping...
2025/12/08 21:10:01.262348 [INFO] Log Publish not set, skipping...
2025/12/08 21:30:01.206029 [INFO] Log Publish not set, skipping...
2025/12/08 21:50:01.142193 [INFO] Log Publish not set, skipping...
2025/12/08 22:10:01.344743 [INFO] Log Publish not set, skipping...
2025/12/08 22:30:01.309148 [INFO] Log Publish not set, skipping...
